id,dni,nombres,apellido_paterno,apellido_materno,sexo,telefono,email,ocupacion
258,55832281,Teresa Estefany,Ccahuana,Ccahuana,F,905490958,teresa.ccahuana468@gmail.com,Agricultor
259,30453399,Gustavo Jose,Rojas,Ccahuana,M,966413008,gustavo.rojas339@gmail.com,Administrador(a)
260,73754325,Angel Victor,Mamani,Bautista,M,962192829,angel.mamani313@gmail.com,Administrador(a)
261,37091495,Gabriel Juan,Guzman,Ticona,M,924363334,gabriel.guzman339@gmail.com,Enfermero tecnico
262,43064831,Ian Piero,Sanchez,Paredes,M,958941834,ian.sanchez754@gmail.com,Empresario(a)
263,41554477,Hugo Alberto,Gutierrez,Cardenas,M,947725822,hugo.gutierrez808@gmail.com,Ama de casa
264,35857575,Antonella Luz,Quispe,Ortiz,F,947283022,antonella.quispe173@gmail.com,Personal de seguridad
265,78897473,Kevin Aaron,Alarcon,Rivera,M,936716789,kevin.alarcon292@gmail.com,Cocinero(a)
266,17800550,Alexandra Alessandra,Gutierrez,Lazo,F,943738801,alexandra.gutierrez866@gmail.com,Tecnico electricista
267,53198844,Sebastian Jorge,Cornejo,Flores,M,912749035,sebastian.cornejo628@gmail.com,Agricultor
268,67122692,Miguel Erick,Vega,Zavala,M,910630775,miguel.vega995@gmail.com,Comerciante ambulante
269,43193576,Gabriel Jhon,Mamani,Alvarez,M,902791664,gabriel.mamani820@gmail.com,Policia
270,67928813,Xiomara Mia,Vasquez,Medina,F,926420763,xiomara.vasquez253@gmail.com,Obrero de construccion
271,74032148,Elena Valentina,Ruiz,Huaman,F,900765863,elena.ruiz609@gmail.com,Chofer
272,75973892,Alexandra Brenda,Ramos,Salvador,F,950526658,alexandra.ramos532@gmail.com,Chofer
273,56192053,Raul Benjamin,Gonzales,Marin,M,993631060,raul.gonzales923@gmail.com,Chofer
274,53024953,Alessandra Lucia,Garcia,Torres,F,973369441,alessandra.garcia822@gmail.com,Docente
275,31576044,Zoe Alessandra,Mendoza,Gonzales,F,927560492,zoe.mendoza655@gmail.com,Cocinero(a)
276,72260570,Antonella Valentina,Campos,Villanueva,F,929518870,antonella.campos349@gmail.com,Cocinero(a)
277,20560615,Alexander Bryan,Silva,Bravo,M,933054728,alexander.silva962@gmail.com,Tecnico electricista
278,64555748,Miguel Cristian,Rivera,Marin,M,969491331,miguel.rivera923@gmail.com,Chofer
279,52494438,Luz Renata,Diaz,Delgado,F,948171405,luz.diaz755@gmail.com,Policia
280,24211130,Rosa Luz,Campos,Leon,F,938803545,rosa.campos617@gmail.com,Comerciante ambulante
281,42421658,Luis Nicolas,Rivera,Soto,M,927926567,luis.rivera364@gmail.com,Cocinero(a)
282,50473697,Nayeli Nicole,Palacios,Romero,F,961699774,nayeli.palacios403@gmail.com,Mecanico
283,23050880,Yesica Grecia,Chavez,Vargas,F,974463348,yesica.chavez780@gmail.com,Docente
284,12593868,Melissa Karen,Cutipa,Rivera,F,973415603,melissa.cutipa459@gmail.com,Enfermero tecnico
285,55706537,Andres Gabriel,Palacios,Torres,M,901522750,andres.palacios427@gmail.com,Independiente
286,43729224,Ian Alexander,Machaca,Vargas,M,951126029,ian.machaca480@gmail.com,Chofer
287,67228058,Paula Katherine,Ortiz,Lazo,F,959389119,paula.ortiz935@gmail.com,Independiente
288,13864743,Hugo Aaron,Vasquez,Rivera,M,991714089,hugo.vasquez312@gmail.com,Chofer
289,45449665,Julio Samuel,Flores,Medina,M,985246692,julio.flores651@gmail.com,Obrero de construccion
290,48086376,Diana Melissa,Machaca,Castillo,F,920253771,diana.machaca681@gmail.com,Administrador(a)
291,70657812,Zoe Sofia,Soto,Farfan,F,975505372,zoe.soto199@gmail.com,Comerciante ambulante
292,51331107,Elena Alessandra,Aquino,Sanchez,F,968035348,elena.aquino974@gmail.com,Enfermero(a)
293,79160269,Angel Manuel,Pacheco,Alarcon,M,915057167,angel.pacheco645@gmail.com,Cocinero(a)
294,62264732,Yesica Luana,Cutipa,Herrera,F,982092287,yesica.cutipa494@gmail.com,Tecnico electricista
295,44552900,Dylan Dylan,Fernandez,Espinoza,M,959290888,dylan.fernandez241@gmail.com,Vendedor(a)
296,59282236,Samuel Rodrigo,Lazo,Condori,M,913625491,samuel.lazo212@gmail.com,Comerciante ambulante
297,43570998,Isabel Katherine,Ticona,Quispe,F,949216629,isabel.ticona602@gmail.com,Comerciante
298,47846057,Alberto Marco,Marin,Cornejo,M,959470730,alberto.marin965@gmail.com,Contador(a)
299,38352101,Luz Flor,Gonzales,Rodriguez,F,986221756,luz.gonzales772@gmail.com,Enfermero tecnico
300,25801589,Fabricio Adrian,Yataco,Flores,M,958234594,fabricio.yataco355@gmail.com,Policia
301,55501602,Jhoana Katty,Mamani,Ortiz,F,956621192,jhoana.mamani911@gmail.com,Administrador(a)
302,21497396,Elmer Franco,Lazo,Paredes,M,910113712,elmer.lazo980@gmail.com,Comerciante
303,47612405,Britany Dulce,Gutierrez,Huaman,F,960487090,britany.gutierrez207@gmail.com,Empleado publico
304,52045061,Xiomara Danna,Sanchez,Rimac,F,941427898,xiomara.sanchez931@gmail.com,Comerciante
305,51012004,Brenda Maria,Apaza,Cruz,F,913701099,brenda.apaza425@gmail.com,Enfermero(a)
306,31379369,Julia Nicole,Salazar,Romero,F,912550414,julia.salazar460@gmail.com,Empresario(a)
307,65163953,Karen Alessandra,Aguilar,Delgado,F,978031510,karen.aguilar530@gmail.com,Vendedor(a)
308,44240305,Ashley Ashley,Ramos,Fernandez,F,956691577,ashley.ramos853@gmail.com,Enfermero tecnico
309,23653771,Katherine Nayeli,Cabanillas,Carrillo,F,901242036,katherine.cabanillas824@gmail.com,Policia
310,66318518,Grecia Rosa,Ticona,Flores,F,959677019,grecia.ticona501@gmail.com,Mecanico
311,72604610,Xiomara Melissa,Gutierrez,Aquino,F,959409434,xiomara.gutierrez457@gmail.com,Agricultor
312,72387219,Fernando Jose,Ticona,Vega,M,944636394,fernando.ticona648@gmail.com,Chofer
313,33778118,Fabricio Mateo,Machaca,Carrillo,M,941542987,fabricio.machaca921@gmail.com,Ama de casa
314,75815286,Valentina Daniela,Gonzales,Herrera,F,997522610,valentina.gonzales495@gmail.com,Agricultor
315,14048299,Fiorella Alexandra,Machaca,Paredes,F,980856488,fiorella.machaca915@gmail.com,Empresario(a)
316,11752468,Melissa Nicole,Ortiz,Palacios,F,978949769,melissa.ortiz188@gmail.com,Comerciante ambulante
317,46879059,Camila Alexandra,Ramos,Nunez,F,970952503,camila.ramos773@gmail.com,Comerciante ambulante
318,21317376,Erick Ricardo,Cornejo,Machaca,M,970565724,erick.cornejo676@gmail.com,Enfermero tecnico
319,75033596,Wilson Sebastian,Vega,Herrera,M,906944858,wilson.vega994@gmail.com,Ama de casa
320,62470457,Fiorella Isabel,Carrillo,Aguilar,F,930906086,fiorella.carrillo524@gmail.com,Empleado publico
321,13647187,Brenda Pilar,Ramos,Choque,F,984406737,brenda.ramos459@gmail.com,Contador(a)
322,18403171,Marco Sebastian,Ruiz,Cruz,M,917257571,marco.ruiz190@gmail.com,Vendedor(a)
323,56779254,Camila Estefany,Vargas,Vega,F,986844383,camila.vargas99@gmail.com,Personal de seguridad
324,47778365,Benjamin Erick,Vargas,Rimac,M,963769002,benjamin.vargas930@gmail.com,Mecanico
325,69045784,Camila Alessandra,Romero,Gonzales,F,973042033,camila.romero410@gmail.com,Policia
326,10956044,Jhoel Mateo,Rodriguez,Soto,M,952281626,jhoel.rodriguez826@gmail.com,Contador(a)
327,26032632,Pilar Ximena,Vargas,Huaman,F,999998861,pilar.vargas702@gmail.com,Chofer
328,23145736,Martin Joaquin,Fernandez,Mendoza,M,905044813,martin.fernandez196@gmail.com,Enfermero tecnico
329,75755622,Nicolas Hugo,Mamani,Silva,M,914942726,nicolas.mamani227@gmail.com,Vendedor(a)
330,16074444,Emilio Ricardo,Vilca,Ramos,M,918168521,emilio.vilca852@gmail.com,Empleado publico
331,62800195,Oscar Thiago,Salvador,Rojas,M,963067131,oscar.salvador501@gmail.com,Vendedor(a)
332,46163623,Brenda Grecia,Ticona,Palacios,F,905053110,brenda.ticona671@gmail.com,Obrero de construccion
333,49939820,Dylan Edgar,Cardenas,Nunez,M,951079582,dylan.cardenas137@gmail.com,Cocinero(a)
334,55359037,Ana Karen,Lazo,Ruiz,F,920471729,ana.lazo897@gmail.com,Enfermero(a)
335,44987461,Isabel Alexandra,Cabanillas,Huaraca,F,915884241,isabel.cabanillas92@gmail.com,Independiente
336,39462052,Erick Renzo,Yataco,Lazo,M,991556141,erick.yataco466@gmail.com,Obrero de construccion
337,21169661,Aaron Dylan,Ibarra,Paredes,M,982756043,aaron.ibarra249@gmail.com,Vendedor(a)
338,25540197,Brenda Rosa,Ochoa,Guzman,F,967702601,brenda.ochoa681@gmail.com,Cocinero(a)
339,47114996,Emilio Alexis,Ortiz,Espinoza,M,909916467,emilio.ortiz510@gmail.com,Enfermero tecnico
340,14350278,Cesar Ricardo,Yupanqui,Condori,M,954924973,cesar.yupanqui479@gmail.com,Ama de casa
341,19299360,Kevin Ivan,Villanueva,Cardenas,M,961599158,kevin.villanueva526@gmail.com,Agricultor
342,33872811,Bryan Nicolas,Rodriguez,Romero,M,967675334,bryan.rodriguez528@gmail.com,Comerciante
343,70848428,Pedro Renzo,Castillo,Chavez,M,916330158,pedro.castillo523@gmail.com,Docente
344,77185324,Jhon Samuel,Cornejo,Vargas,M,933486524,jhon.cornejo116@gmail.com,Empresario(a)
345,41016129,Diego Ricardo,Herrera,Nunez,M,980227717,diego.herrera353@gmail.com,Vendedor(a)
346,61341868,Katherine Ruth,Garcia,Ortiz,F,939615415,katherine.garcia908@gmail.com,Administrador(a)
347,46073765,Alexis Ian,Gonzales,Farfan,M,956633720,alexis.gonzales299@gmail.com,Policia
348,43049568,Andres Raul,Salazar,Cutipa,M,994607061,andres.salazar236@gmail.com,Agricultor
349,32180983,Fiorella Brenda,Condori,Cardenas,F,912935604,fiorella.condori751@gmail.com,Enfermero(a)
350,48416502,Ashley Luz,Ccahuana,Quispe,F,963737113,ashley.ccahuana423@gmail.com,Comerciante ambulante
351,22844617,Paula Nayeli,Ruiz,Medina,F,993440306,paula.ruiz821@gmail.com,Mecanico
352,78766385,Gonzalo Joaquin,Choque,Rodriguez,M,997849832,gonzalo.choque290@gmail.com,Cocinero(a)
353,76179067,Adrian Wilson,Fernandez,Espinoza,M,978715297,adrian.fernandez656@gmail.com,Docente
354,68986024,Julia Valentina,Farfan,Ibarra,F,991764604,julia.farfan233@gmail.com,Enfermero(a)
355,69528160,Sebastian Aaron,Farfan,Garcia,M,994501898,sebastian.farfan407@gmail.com,Docente
356,55851678,Emilio Edgar,Zavala,Romero,M,992797637,emilio.zavala553@gmail.com,Vendedor(a)
357,74969381,Elena Britany,Quispe,Ticona,F,989073105,elena.quispe208@gmail.com,Mecanico
358,71293519,Rafaella Julia,Ruiz,Romero,F,975387245,rafaella.ruiz288@gmail.com,Enfermero tecnico
359,10545569,Fernando Samuel,Marin,Ruiz,M,934482898,fernando.marin864@gmail.com,Comerciante
360,45510523,Katherine Yesenia,Medina,Ibarra,F,986523839,katherine.medina55@gmail.com,Agricultor
361,31318767,Gonzalo Walter,Villanueva,Apaza,M,901650912,gonzalo.villanueva181@gmail.com,Chofer
362,38080785,Renzo Renzo,Aguilar,Guzman,M,928197869,renzo.aguilar111@gmail.com,Vendedor(a)
363,76724034,Edgar Marco,Paucar,Lazo,M,928498798,edgar.paucar473@gmail.com,Empresario(a)
364,78825101,Rafaella Kiara,Huaraca,Paucar,F,922948428,rafaella.huaraca18@gmail.com,Agricultor
365,65107337,Mia Nicole,Rivera,Romero,F,961480546,mia.rivera892@gmail.com,Ama de casa
366,53109472,Marco Cristian,Choque,Salazar,M,973679321,marco.choque561@gmail.com,Obrero de construccion
367,40017059,Yamil Gabriel,Ccahuana,Huaman,M,937879084,yamil.ccahuana653@gmail.com,Enfermero(a)
368,39870824,Emily Lucia,Yupanqui,Ruiz,F,949526200,emily.yupanqui188@gmail.com,Comerciante ambulante
369,52837003,Ashley Britany,Rojas,Machaca,F,945116352,ashley.rojas535@gmail.com,Comerciante ambulante
370,14709115,Ximena Teresa,Rodriguez,Chavez,F,937834139,ximena.rodriguez919@gmail.com,Vendedor(a)
371,29928407,Kevin Fernando,Torres,Vilca,M,959908965,kevin.torres897@gmail.com,Chofer
372,36510088,Luana Paula,Rodriguez,Ochoa,F,993859762,luana.rodriguez245@gmail.com,Docente
373,33915847,Adrian Martin,Yataco,Bravo,M,940345685,adrian.yataco101@gmail.com,Comerciante
374,67403271,Ian Martin,Cutipa,Paredes,M,938516057,ian.cutipa560@gmail.com,Independiente
375,57791257,Fabricio Adrian,Palacios,Huaman,M,940364700,fabricio.palacios511@gmail.com,Obrero de construccion
376,57718784,Leonardo Oscar,Silva,Pacheco,M,948311505,leonardo.silva6@gmail.com,Comerciante
377,23196651,Emily Susan,Choque,Pacheco,F,973917731,emily.choque688@gmail.com,Policia
378,40163884,Antonella Grecia,Sanchez,Garcia,F,962104197,antonella.sanchez354@gmail.com,Comerciante
379,41427761,Danna Nicole,Chavez,Chavez,F,925385033,danna.chavez892@gmail.com,Obrero de construccion
380,20791753,Katherine Diana,Garcia,Flores,F,979692196,katherine.garcia702@gmail.com,Docente
381,59336358,Ruth Renata,Villanueva,Ibarra,F,941473752,ruth.villanueva42@gmail.com,Enfermero(a)
382,75362080,Alessandra Emily,Farfan,Condori,F,940059341,alessandra.farfan882@gmail.com,Comerciante ambulante
383,18251421,Vanessa Antonella,Carrillo,Pacheco,F,910051859,vanessa.carrillo143@gmail.com,Empleado publico
384,11075390,Raul Alberto,Vilca,Cardenas,M,959043052,raul.vilca206@gmail.com,Mecanico
385,29204234,Elmer Walter,Ramos,Salazar,M,907418354,elmer.ramos280@gmail.com,Policia
386,57388214,Nicole Danna,Quispe,Campos,F,978777450,nicole.quispe43@gmail.com,Tecnico electricista
387,17077394,Milagros Emily,Huaman,Cabanillas,F,940871546,milagros.huaman488@gmail.com,Ama de casa
388,36945541,Alexandra Yesenia,Fernandez,Huaraca,F,919824262,alexandra.fernandez624@gmail.com,Enfermero(a)
389,11055462,Victor Alexis,Farfan,Sanchez,M,990233687,victor.farfan264@gmail.com,Agricultor
390,29300841,Kiara Pilar,Ramos,Cardenas,F,957829172,kiara.ramos150@gmail.com,Ama de casa
391,68096063,Susan Lucia,Cornejo,Palacios,F,918648896,susan.cornejo626@gmail.com,Enfermero tecnico
392,22509197,Juan Fabricio,Marin,Aquino,M,970449485,juan.marin493@gmail.com,Ama de casa
393,43176510,Carmen Valentina,Espinoza,Paucar,F,996974136,carmen.espinoza179@gmail.com,Enfermero(a)
394,20158097,Jhoel Adrian,Ortiz,Huaraca,M,937886510,jhoel.ortiz828@gmail.com,Personal de seguridad
395,64082474,Anthony Jhoel,Aguilar,Silva,M,985926997,anthony.aguilar134@gmail.com,Comerciante ambulante
396,51447606,Rafaella Antonella,Cornejo,Lazo,F,954711607,rafaella.cornejo588@gmail.com,Personal de seguridad
397,32246782,Victor Adrian,Ochoa,Medina,M,970589426,victor.ochoa773@gmail.com,Administrador(a)
398,20878947,Yesica Teresa,Silva,Bautista,F,995892930,yesica.silva776@gmail.com,Mecanico
399,10043341,Ariana Kiara,Fernandez,Herrera,F,900795140,ariana.fernandez883@gmail.com,Administrador(a)
400,55624620,Camila Antonella,Alarcon,Pacheco,F,969747036,camila.alarcon72@gmail.com,Policia
401,11378185,Ana Ximena,Rodriguez,Machaca,F,942809002,ana.rodriguez634@gmail.com,Administrador(a)
402,66380202,Emilio Yamil,Apaza,Huaraca,M,954823848,emilio.apaza180@gmail.com,Mecanico
403,51259587,Julia Katty,Campos,Guzman,F,976238178,julia.campos944@gmail.com,Cocinero(a)
404,34738844,Ximena Luana,Ramos,Quispe,F,995221330,ximena.ramos355@gmail.com,Mecanico
405,52600831,Rafaella Yesenia,Alvarez,Diaz,F,923411221,rafaella.alvarez541@gmail.com,Personal de seguridad
406,66888327,Marco Alexander,Vasquez,Cruz,M,950485339,marco.vasquez145@gmail.com,Tecnico electricista
407,32974118,Brenda Yesenia,Yupanqui,Paredes,F,915816192,brenda.yupanqui491@gmail.com,Policia
408,40301531,Elmer Angel,Fernandez,Condori,M,965397214,elmer.fernandez393@gmail.com,Docente
409,63493139,Isabel Daniela,Ruiz,Rivera,F,928422003,isabel.ruiz469@gmail.com,Empresario(a)
410,45287847,Edgar Adrian,Fernandez,Sanchez,M,905927434,edgar.fernandez83@gmail.com,Empresario(a)
411,57509216,Emilio Kevin,Salazar,Salvador,M,902502381,emilio.salazar657@gmail.com,Chofer
412,46080048,Gabriel Cesar,Rojas,Villanueva,M,912058157,gabriel.rojas853@gmail.com,Tecnico electricista
413,24304773,Anthony Joaquin,Ticona,Carrillo,M,965980219,anthony.ticona509@gmail.com,Empleado publico
414,21920206,Fernando Gustavo,Farfan,Bautista,M,969519254,fernando.farfan687@gmail.com,Policia
415,22017308,Renata Antonella,Ortiz,Espinoza,F,929784475,renata.ortiz561@gmail.com,Tecnico electricista
416,70301531,Samuel Ian,Huaraca,Mendoza,M,918814615,samuel.huaraca226@gmail.com,Vendedor(a)
417,24627729,Sofia Ariana,Condori,Torres,F,975413223,sofia.condori956@gmail.com,Comerciante
418,22769717,Alexis Gonzalo,Palacios,Alvarez,M,995200100,alexis.palacios79@gmail.com,Independiente
419,46844627,Susan Yesenia,Huaraca,Vasquez,F,922750085,susan.huaraca683@gmail.com,Comerciante
420,78516483,Sofia Nayeli,Carrillo,Diaz,F,992076586,sofia.carrillo860@gmail.com,Policia
421,20109607,Raul Walter,Vasquez,Alvarez,M,990426596,raul.vasquez633@gmail.com,Docente
422,26217546,Nicole Mia,Rimac,Ramos,F,920528722,nicole.rimac270@gmail.com,Policia
423,21614605,Britany Yesica,Romero,Ticona,F,989890850,britany.romero469@gmail.com,Enfermero tecnico
424,52711778,Carmen Diana,Condori,Torres,F,935052955,carmen.condori928@gmail.com,Cocinero(a)
425,33422772,Carmen Yolanda,Cabanillas,Gonzales,F,925214020,carmen.cabanillas791@gmail.com,Empleado publico
426,52217997,Rosa Valentina,Leon,Lazo,F,931930177,rosa.leon447@gmail.com,Vendedor(a)
427,58891207,Angel Joaquin,Bautista,Chavez,M,985942752,angel.bautista56@gmail.com,Contador(a)
428,38806223,Juan Erick,Campos,Paucar,M,931424665,juan.campos91@gmail.com,Cocinero(a)
429,18083285,Lucia Vanessa,Condori,Bravo,F,944863804,lucia.condori985@gmail.com,Obrero de construccion
430,53333606,Pilar Lucia,Gutierrez,Huaman,F,914605550,pilar.gutierrez989@gmail.com,Ama de casa
431,41990106,Fernando Victor,Flores,Vasquez,M,961654154,fernando.flores930@gmail.com,Enfermero tecnico
432,68852371,Fiorella Daniela,Reyes,Bravo,F,957600282,fiorella.reyes193@gmail.com,Administrador(a)
433,78767167,Ivan Ivan,Rojas,Salvador,M,969408459,ivan.rojas586@gmail.com,Cocinero(a)
434,79490719,Alexis Miguel,Aquino,Yataco,M,979059050,alexis.aquino436@gmail.com,Enfermero tecnico
435,72269157,Thiago Piero,Leon,Alarcon,M,929445471,thiago.leon97@gmail.com,Agricultor
436,70872451,Julia Isabel,Ramos,Huaraca,F,985085852,julia.ramos692@gmail.com,Administrador(a)
437,19059609,Grecia Diana,Vilca,Yupanqui,F,945067852,grecia.vilca581@gmail.com,Empresario(a)
438,77780123,Manuel Victor,Alarcon,Cabanillas,M,948169526,manuel.alarcon540@gmail.com,Obrero de construccion
439,76507051,Diana Karen,Zavala,Cabrera,F,997067525,diana.zavala767@gmail.com,Administrador(a)
440,42118861,Mateo Leonardo,Flores,Mendoza,M,995236207,mateo.flores736@gmail.com,Enfermero(a)
441,30578443,Bryan Fernando,Gutierrez,Gonzales,M,978769122,bryan.gutierrez881@gmail.com,Empleado publico
442,71759185,Yesica Susan,Flores,Vargas,F,908895071,yesica.flores28@gmail.com,Administrador(a)
443,31723807,Pedro Dylan,Garcia,Espinoza,M,939093587,pedro.garcia738@gmail.com,Mecanico
444,20323209,Aaron Renzo,Rodriguez,Zavala,M,919069226,aaron.rodriguez997@gmail.com,Tecnico electricista
445,43516876,Maria Rafaella,Ccahuana,Delgado,F,950617827,maria.ccahuana566@gmail.com,Docente
446,17051654,Emily Pilar,Cabrera,Mendoza,F,994699846,emily.cabrera932@gmail.com,Comerciante ambulante
447,73485315,Valentina Ruth,Palacios,Paredes,F,989814360,valentina.palacios796@gmail.com,Empresario(a)
448,67987775,Gonzalo Benjamin,Cruz,Yataco,M,992704894,gonzalo.cruz404@gmail.com,Ama de casa
449,25356088,Julia Karen,Cabanillas,Villanueva,F,987452131,julia.cabanillas305@gmail.com,Policia
450,55362355,Emilio Jose,Cruz,Cruz,M,908270936,emilio.cruz414@gmail.com,Empresario(a)
451,16146177,Benjamin Benjamin,Ibarra,Palacios,M,990200252,benjamin.ibarra278@gmail.com,Enfermero tecnico
452,56329790,Mia Alessandra,Campos,Sanchez,F,968646041,mia.campos980@gmail.com,Comerciante ambulante
453,40350310,Renata Ashley,Chavez,Choque,F,904379930,renata.chavez239@gmail.com,Comerciante ambulante
454,75655144,Emily Isabel,Machaca,Salazar,F,940350817,emily.machaca752@gmail.com,Independiente
455,30048974,Ricardo Kevin,Ccahuana,Vega,M,957590061,ricardo.ccahuana293@gmail.com,Comerciante
456,26953992,Alessandra Lucia,Nunez,Cardenas,F,943477878,alessandra.nunez42@gmail.com,Vendedor(a)
457,21194285,Nicolas Emilio,Carrillo,Yupanqui,M,937920318,nicolas.carrillo675@gmail.com,Cocinero(a)
458,22249485,Abigail Ana,Rimac,Alarcon,F,901171582,abigail.rimac406@gmail.com,Enfermero(a)
459,73405902,Andres Ian,Guzman,Guzman,M,915624728,andres.guzman460@gmail.com,Policia
460,17378226,Lucia Elena,Huaman,Yupanqui,F,916469359,lucia.huaman859@gmail.com,Comerciante ambulante
461,30653540,Danna Luz,Ramos,Huaraca,F,979292781,danna.ramos475@gmail.com,Contador(a)
462,40931869,Franco Jose,Palacios,Flores,M,927593699,franco.palacios781@gmail.com,Empleado publico
463,28787655,Benjamin Mateo,Condori,Villanueva,M,988141323,benjamin.condori805@gmail.com,Personal de seguridad
464,70013635,Fernando Joaquin,Castillo,Flores,M,970417444,fernando.castillo829@gmail.com,Administrador(a)
465,47804070,Patricia Ana,Leon,Ortiz,F,910785509,patricia.leon715@gmail.com,Administrador(a)
466,41648794,Jhoel Oscar,Yataco,Espinoza,M,958303359,jhoel.yataco100@gmail.com,Agricultor
467,78988060,Elmer Jorge,Nunez,Medina,M,954953847,elmer.nunez58@gmail.com,Independiente
468,29880115,Abigail Renata,Alarcon,Choque,F,915041284,abigail.alarcon97@gmail.com,Cocinero(a)
469,67633971,Jhoana Isabel,Gutierrez,Soto,F,924073664,jhoana.gutierrez694@gmail.com,Administrador(a)
470,29273530,Raul Hugo,Palacios,Ruiz,M,997659798,raul.palacios281@gmail.com,Agricultor
471,34567195,Nicolas Alberto,Bautista,Machaca,M,957268529,nicolas.bautista997@gmail.com,Mecanico
472,23004008,Luz Gabriela,Vilca,Zavala,F,942123030,luz.vilca422@gmail.com,Empleado publico
473,63897469,Martin Walter,Aquino,Zavala,M,907189933,martin.aquino886@gmail.com,Empleado publico
